conMean	treatMean	logFC	pValue	fdr
ARTN	0.642780392156863	28.8955191780822	5.4903760607768	2.17212025537692e-29	3.81349747306161e-28
ASB2	2.46593529411765	4.96221937377691	1.008850572389	0.00330057282259907	0.00406838746959626
ASCL2	2.02217058823529	9.23893405088063	2.19182170254579	9.34160174357971e-17	2.83928668424355e-16
ASCL4	0.0193490196078431	1.43470234833659	6.21234717929205	5.37877329694468e-07	8.56152066517922e-07
ASF1B	6.58266470588235	67.2980048923679	3.35382011579209	4.1105151596619e-31	2.0478252830478e-29
ASIC1	1.16148039215686	5.90039373776908	2.34484643071736	2.81068249293067e-21	1.27040590348366e-20
ASPHD1	2.65873333333333	6.45753698630137	1.28024491710706	1.82951321839705e-06	2.80525360154214e-06
ASPHD2	2.20220588235294	5.45737984344423	1.3092591098342	1.09609506269335e-17	3.56501552431292e-17
ASPM	0.676221568627451	12.8962964774951	4.25331697288148	2.86847512465375e-31	1.70604769418283e-29
ATAD2	7.00239607843137	36.0716502935421	2.36494485581659	2.63454150012049e-30	7.14235839219412e-29
ATAD3A	12.1959294117647	33.1260506849315	1.44156650900009	4.8018902812404e-25	3.43927430700407e-24
ATAD3B	4.95450588235294	12.568373776908	1.34298490305225	3.42780597036272e-15	9.25206085683068e-15
ATAD5	1.33283725490196	6.6457313111546	2.31792733364997	2.16141283066738e-28	2.9475994572566e-27
ATAT1	5.69158431372549	12.1233512720157	1.09088635656733	1.98613424624821e-13	4.73508713731186e-13
ATF5	25.0747235294118	87.216131702544	1.79836121001902	2.73210815035648e-20	1.11742478454901e-19
ATG4D	16.4490921568627	40.6057804305284	1.30367715443015	2.36897612533165e-22	1.20920781353885e-21
ATG9B	0.851347058823529	3.26843463796477	1.9407805627413	3.68322683690485e-11	7.59311661597495e-11
ATIC	39.313868627451	83.1469105675147	1.08062432210348	6.53463151098542e-23	3.53887124066643e-22
ATP10B	0.232317647058824	2.602685518591	3.4858303501874	6.72153206280301e-22	3.26080720967082e-21
ATP11B	21.5593745098039	73.2059561643836	1.76364571088651	1.82130136110371e-21	8.3694314759228e-21
ATP12A	2.96247647058824	10.0873536203522	1.76767213782095	0.00702952179968693	0.00845710556980464
ATP13A3	22.4074745098039	51.0304125244618	1.18737724888901	1.12096577495664e-20	4.77870506084294e-20
ATP1B3	159.411205882353	535.433533463796	1.74795444801974	1.03516782579701e-19	3.99422715521161e-19
ATP23	4.56176078431373	9.63713522504892	1.07901355397919	4.81133747853383e-19	1.755143671918e-18
ATP2A1	0.354570588235294	1.73712583170254	2.29255748772254	1.04710004737606e-22	5.54826035532501e-22
ATP2A2	64.4143705882353	136.13678258317	1.07960243016574	1.28529865613284e-21	6.02947086742511e-21
ATP4A	0.022421568627451	1.29179119373777	5.8483418666064	3.8560999046912e-20	1.55360205351346e-19
ATP5MC1	40.0923882352941	98.3175019569472	1.29411990136334	9.9630344304479e-24	5.94654853428281e-23
ATP5MC3	87.829668627451	188.345462818004	1.10060101390781	2.61209039115482e-22	1.32878042091112e-21
ATP6V1C2	0.863054901960784	5.32015283757339	2.62394344977857	1.69144705077677e-21	7.82330477305145e-21
ATP6V1E2	2.96913529411765	7.2807168297456	1.29403766541985	9.59746852077491e-15	2.5053252610012e-14
ATP8B3	1.06528823529412	2.86005949119374	1.42480132274591	1.24840242232059e-05	1.81741223892067e-05
ATPSCKMT	7.95283529411765	17.2038581213307	1.11319094101722	2.1562633680652e-20	8.89722241205631e-20
ATR	2.80255882352941	6.05524990215264	1.1114418472515	8.40693938836916e-20	3.2813555560096e-19
ATRNL1	0.154754901960784	1.52884598825832	3.3043860673196	3.39428170373111e-08	5.83401620395591e-08
AUNIP	0.707145098039216	9.7452301369863	3.78461808068103	9.79725836947354e-32	1.57735813812225e-29
